id,review,created_at,ratings,upvotes
492,"I order pizza for delivery and I wait the pizza for 2 hours and when I get the pizza, it was so bad and ugly. I never gonna buy a pizza from this place. I prefer to go at Little Caesars, they have a better pizzas and I told all my friend about this and they tell me when they go at Pizza Hut, they have a bad customer service.","June 6, 2015",1,2
493,"I ordered a pizza and drink from Pizza Hut in High Point, NC online for delivery. I ordered it at 9p.m. which was 2 hours before they closed. At 10:10p.m I called and was told they left at 9:52 and should be there any minute. When he finally gets here the pizza is ice cold, not well done like I asked, and has a Parmesan cheese flavored crust and I HATE and refuse to eat Parmesan cheese in or on anything. I attempted one slice after throwing it in the oven and couldn't do it. ","June 6, 2015",2,5
494,"I ordered two bacon cheese stuffed pizzas, 2 orders of breadsticks and 24 Honey BBQ Breaded Bone-out wings (Wing Wednesday) from Store No. 024013. Now I have had problems with this store before: Missing toppings (but still charged for them) and extremely late deliveries, but this order took the cake (6/3/2015). The food was horrible! The cheese on the pizza seemed to be browning (not burnt) and the pizza dough was dry and tough to chew and so were the breadsticks. The wings barely had any sauce on them. I was so angry that, with the exception of the 2 liter sodas, I threw the entire order in the garbage. $72.00 down the drain! I should get a refund! I will never order from Pizza Hut again!","June 4, 2015",1,5
495,I ordered Pizza Hut for the family and was a little short on cash so I wasn't able to tip. The delivery driver made a smart remark when I handed him 26.00 on my 25.00 check. Then a couple of seconds later he called me from a restricted number and called me a cheap ** and continued to curse at me over the phone. 8001 castor ave Philadelphia PA. The phone call was very disrespectful. I hope something is done about this. It happened around 9:30 tonight 6/3/15.,"June 4, 2015",1,5
496,"I don't want to bash all of YUM but the store I worked at was the worst experience of my life. When I started our general manager was a complete slob the store was a mess, lights burnt out, everything leaked. The money was horrible for the amount of cleaning the servers did. Also if the customer complained about something that a server had NOTHING to do with it you were reprimanded. A few of the managers were extremely hypocritical. They would yell at you for taking 5 mins to yourself and then they would be gone for 45 mins during the lunch rush.","June 1, 2015",1,5
497,"My family and I we were treated like trash by a so-called manager yesterday. We were denied service. We were trying to place an order over the phone. The woman hung up on us couple times without taking the order. Went to the store to order. The woman said she blocked our number because we were playing games and she does not want to serve us. We weren't arguing, we weren't loud, we didn't use foul language. When we tried to ask her why she won't serve us she threatened to call the cops if we don't leave. ","May 31, 2015",1,2
498,I just want to let you know how much I appreciate Pizza Hut messing up my order. Waiting 3 hours for a delivery with no phone call. I would have never been able to see how awesome Papa John's pizza is. So thank you!!,"May 31, 2015",1,4
499,"So we called in an order for carry out. It was 3 medium pizzas . When we got there, we only had 2 pizzas and they were trying to talk us out of getting the other pizzas. I guess the deal was 2 medium for 13.00 or 1 for 12.50. So we said we will just get 2 of them for .50 more. The Manager even told my wife quote: Are you worried about the money or the calories. The nerve of some people. I will never order from them again. This was the Pizza Hut in Goose Creek, SC.","May 31, 2015",1,4
500,"I ordered a pizza...it took them 2 hrs to deliver and I only live 3 miles from the places.....I called the manager and her reason was they are really busy.....and then the pizza was cold. Pizza hut in Desoto, TX.","May 29, 2015",1,2
501,"Never order from Horizon city Tx Pizza Hut. First of all I wanted pizza so I called and ordered for the call center which took 30 mins and got hung up on so I called back. Was on the like another 25 mins before I could order after speaking to a manager (who was very nice). She gave me my order free of charge. waited for about an hr... then the store called me to confirm my order and waited another 10 mins, called the store back which then I was told they wouldn't deliver to my house for a credited order.","May 22, 2015",1,2
502,"I went into the franchise at 40986 Fremont Blvd, CA 94538 with my two kids to order a pizza. I asked the person at the counter what deals are running. He told me that two deals are running but what he mentioned was not what i was able to see on my phone at pizzahut.com. It was medium pizza two toppings at 6.99. I showed him that this deal is what I am interested in. He said ""we are a franchise not the company and can not honour this deal."" I told him ""what if I had ordered online?"" He said, ""when you checkout you can't select this franchise address."" ","May 22, 2015",1,3
503,I called the store that was closest to me on 4431 Washington Rd and was rerouted to a store twice as far away with a two hour wait. 3 drivers with 8 deliveries before mine. I ordered Papa John's and won't be looking back at Pizza Hut!,"May 22, 2015",1,2
504,The cheese sticks at the Olney Pizza Hut are always dark brown. They overcook them I guess or their oven is too hot. One of the waitress told me that she thinks it is because they don't put enough cheese on them. I am not sure what the problem is but the evening manager ** says that is how they are suppose to be. No other pizza burns the cheese sticks like the Olney Pizza Hut. I have given them plenty of chances to get it right and it's not been corrected so no more Pizza Hut at Olney for me!,"May 21, 2015",1,0
505,"Worked at the Pizza Hut in Aberdeen, NC. Showed up for work one day and the doors were locked. No notification, no phone call. Just a sign in the door that said No Trespassing. Called corporate in Kansas and they said someone had locked the doors but they weren't sure who actually locked the doors. Called payroll and they were shocked. Called my regional GM in Raleigh and he said he was sorry he didn't call me to tell me not to come to work that day. He said they did not know this was going to happen, even though after some research I found that the town of Aberdeen had already planned on turning the Pizza Hut into an ABC store months ago. ","May 21, 2015",1,0
506,"I just wanted to tell in my complaint that Mr. **, who is the manager of the site, he is really not eligible for this position. He has to listen the customer because customer is always right but his behavior shows that he doesn't care. Now is this a standard for the Pizza Hut. The manager can behave anything, he can be rude or he can do whatever he likes? I just want to see that what you will take action against the rude man (Mr. **). ","May 17, 2015",1,3
507,"Pizza Hut ran an online promotion yesterday, for ANY PIZZA with up to 5 toppings for 12.49. While they disclose (at the bottom, in very small print) there's an extra charge for ""extra cheese,"" they fail to disclose on their ad that they charge extra for ""stuffed crust."" Their ad is clear, ""ANY PIZZA."" Has anyone else been misled by this? If you have, we would like to hear from you: **. This is NOT a solicitation to provide legal services. Thank you.","May 14, 2015",2,4
508,When we received our order of wings from the Plover Wi. Pizza Hut they were RAW!!! But my son ate two of them before he said they were tough. So I wiped the sauce off of one and cut it open. I couldn't believe that it was raw. And my son had just eaten two of them. The store has my complaint on file.,"May 14, 2015",1,0
509,"Geez, umm they water down their sauce, overcook/burnt the pizza multi times & wouldn't fix it. Little to nothing for toppings. Beg for napkins!! Tables aren't ever clean in Hampton SC. Overcharge for drinks. My child got a BookIt coupon & they would not honor it, paid out of pocket so he wouldn't cry. I wish there was another pizza place local, I drive and he just not to eat pizza from there.","May 10, 2015",1,0
510,"I travel all over the United States and wherever I am, I order Pizza Hut but no longer will. I got the call center in Alexandria, MN. Told them I want to talk to the store directly for I do not like the set-up of the call centers. Was told I would have to leave a message and they would have to call the store and have the store call me. I asked, ""Can you not just connect me to the store?"" They said, ""No."" I tried this on 6 different calls in a few minutes. Every time was a different answer to my request, to talk to the store. One time, left me on hold for over 20 min, which indicates they don't want to talk to you. Whoever came up with the idea of call centers has no clue on personal service. Lost a loyal customer. Domino's, here I come.","May 10, 2015",1,2
511,"An online menu and does not required all Pizza Huts to carry the advertised item. Que Papas, for example are NOT available, but I can order mozzarella sticks which aren't on the menu! The point of a franchise is to get the SAME wherever you are.","May 6, 2015",3,2
512,"I normally don't complain about fast food but fast was not fast. A normal 30min wait for pizza turned into a hour and 15 mins. I live 3 blocks from my Pizza Hut. I called after 45 mins to make sure I didn't screw up the app. The lady said, ""Oh yeah, it's been done. We're just really backed up on delivery"". After another 30 mins the pizza finally showed up cold and pasta half frozen. 30 bucks down the drain on a Tuesday Tuscany night. Guess that's the deal breaker for this family.","May 6, 2015",1,4
513,"Call to order pizza for carry out 8:20 pm and would be done 20 minute for 2 pizza, 1 cheese and 1 vegetables. I arrived 8:45 pm and I waited 9:45 pm and she said I don't have green pepper cuts and I waited 1 hour there to be told got no green pepper. That so bad customer service. My 9 year old and 7 years old waiting on car including 4 month baby. 2244 Henderson mill rd atlanta ga 30345 770/493/3542. That location is dead for me.","May 5, 2015",1,3
514,I went into the store after walking 1000 miles and I was so hungry! All I had was a hundred dollar bill and it seems like a hundred dollars is enough to buy a pizza right? But no not at this store. They do not break hundred dollar bills so I walked another thousand miles to Little Caesars and they broke the hundred dollar bill twice so I will never ever ever ever go to Pizza Hut again. There are a lot of other good pizza places out there that accept for real money - Pizza Hut is not one of them obviously. Thank you very much.,"April 30, 2015",1,2
515,"Pizza Hut has always been my favorite pizza joint, but after today I will no longer be a customer. I found a little black bug on a slice of pizza. Disgusting!! Not only did that anger me, but I attempted to contact Pizza Hut on Twitter and have yet to receive a response.","April 22, 2015",1,6
516,"I placed an order online for a custom half and half pizza using their new online ordering which I don't really like anyway, having had to use it before. If you call your local number now, you no longer get the local store, so it's useless to order that way now. Anyway, my husband picked up the pizza, brought it home and I discovered they had made it wrong. I didn't have him take it back because I had had surgery and this was to be my first food of the day. I called later to complain and after reaching a representative in who knows what locale, and talking to her for 15 min, then asking and getting a supervisor, spending another 5 min talking to him, he offered to give me a partial credit based on how much we had eaten of the pizza! Really?!?!? I told him to forget it, I will give my business to Papa John's from now on.","April 22, 2015",1,4
517,"The delivery time was to be 30 minutes. It was close to 60. Parts of the order were missing. No marinara sauce for mozzarella sticks. The mozzarella was congealed and the pizza was awful with no taste on the ""flavored"" crust. The delivery guy was argumentative. Called the store and they said they were trying to fix the online delivery time. Would not refund any of it. Offered to send out marina sauce and give partial credit towards future order only. Ticket number **.","April 20, 2015",1,3
518,"Placed order with my local sore. It happened again, driver shows up missing over half my order. I told him he needed to go back to the store and get rest of my order. Well after he left I called the store to complain. This is the 4th or 5th time this has happened with in the last 5 months. The person hung up on me when I complained. Well I called right back and the dang broad hung up again. After waiting another 40 minutes with no sign of the driver my wife called him since we had his number because he called to find my apartment. As soon as my wife asked where was our drinks and cheese sticks ho hung up on her.","April 19, 2015",1,7
519,"The quality of the food I have received from Pizza Hut has really gone downhill. The waffle fries was not eatable, overcooked and very hard. The Supreme P'Zone I ordered had hardly nothing in it and it was suppose to be Supreme - since when does Supreme mean onion, green pepper, sausage and cheese? This is the third time I had problems from this store, seriously thinking of going some place else. I used to love ordering from here but here lately, I havent. I don't know if it's the employees' fault or the manager's fault for not caring about the quality of how customers are taken care of. When you go out to eat or have it delivered, you expect good food and good, friendly services - too bad your company has failed at both.","April 16, 2015",1,0
520,"I don't know what the deal is with Pizza Hut, but my fiance and I ordered a pepperoni pizza tonight and just got hit with sudden nausea with an acidy feeling in our stomachs. I don't know if it's the sauce or what, but this feeling is absolutely terrible. I will never order from Pizza Hut again! So disappointed.","April 15, 2015",1,2
521,"I never leave reviews but I have had 4 horrible experiences with the Pizza Hut in Charlotte NC off of Mount Holly Huntersville road. The delivery time on one of my orders recently was 4 hours. What makes it worse is order was wrong AND they forgot my drinks. So I was told they would come back to deliver drinks and came back 2 hours later! It was 12 midnight, my kids were already in the bed, ridiculous. The second time I ordered, I was told after 2 hours that the driver got sick. Well, finally the delivery person showed up and bluntly told me that the manager had lied and that the driver was not sick, he just didn't want to work. ","April 10, 2015",1,6
522,"Good day, I had order the triple treat box today & the staff promised me garlic bread with it, she even told if I want cheese on it. Then it wasn't deliver with the meal & when I call back she said that she never said that & the meal doesn't come with garlic bread & when I ask to speak to her manager, she responded the same without even taking the time to check the recorded call & saying that it wasn't the customer fault. She didn't even take the time to make up to me even after I told her that I'm regular customer more than 10 years & I'm not satisfy with the service. ","April 8, 2015",1,3
523,"We ordered a bacon and cheese stuff crust pizza and the pizza had neither bacon nor cheese in the crusts. When we attempted to complain, we were told that they could only offer us an exchange which we would have to wait another hour and fifteen minutes for. When I said that I wasn't happy with the rude customer service rep said they would do a one-time credit but from now on it would only be exchanges. So basically if they mess up, the best thing we can hope for is another pizza and an extended wait. Needless to say I will never waste my money on Pizza Hut pizza ever again.","April 5, 2015",1,2
524,"I live within a 30 mile radius of 4 Pizza Huts, Atmore Al., Brewton Al., Flomaton Al., and Bayminette Al, which is the one I decided last night to drive 30 miles to in hopes of a different outcome. Every time I order a pizza I stress the fact that I want it very easy on the sauce, I have even ordered it with no sauce and at all 4 of these establishments I end up with a pizza that is smothered in so much sauce that if it weren't for the bread I'd think I was eating spaghetti. Pizza Hut is almost a heritage where I'm from and I try over and over to give them my business and always end up with the same result, overpaying to get exactly what I tell them I don't want. It's sad when a teenager at a local convenience store can listen and prepare a pizza better than a business that is called PIZZA HUT!!!","April 4, 2015",1,0
525,"I have had the WORST experience of my life! After placing my order at 9:50 (I have the email confirmation to prove it) I received an email stating my order would arrive at 10:3, these things are never accurate so I figured give or take 10 minutes whatever. My order did not arrive until 11! That's not where the fun ends; once the driver arrived at my home, he BANGED (if I could bold banged I would) on my door so loud it woke my my daughter up and then rang the door bell two times! (Was all that REALLY necessary?) To top everything off, I returned a call I got from Pizza Hut (assuming they wanted to apologize) instead the girl was rude and answered with ""did you cancel your order"" after I replied yes and waited a few moments I was hung up on!!! What kind of customer service is this place offering!?! ","April 3, 2015",1,3
526,"I've used Pizza Hut for years, but a few weeks ago, I tried to order online. When I got a message that my order did not go through, so I called the number that was provided (651-431-3340) and was told they did have the order and the driver was on the way. They even read it back to me. After almost an hour, I called again, got someone else with a different story but no order was placed. It turns out I was talking to a call center that was not near my store, so requested to talk to someone at my Apple Valley store. ","April 1, 2015",1,6
527,I tried one of the new crust on the 2 topping special for $7.99. I ordered chicken and olives with balsamic drizzle and extra white sauce. It was very dry and nasty. I want my money back. I was sick so I couldn't take it back. What a waste of money.,"March 30, 2015",1,3
528,"Out of 5 pizza orders, ALL were wrong... The last order included wings that were raw at the the bone. We have ordered from Pizza Hut for the LAST time.","March 28, 2015",1,4
529,Tried ordering online for delivery & pick up. This didn't work even though I had no issues in the past. I called & got a customer rep taking orders & stated that there are no Drivers available. I wonder if Pizza Hut is closing up. I know with this experience I won't be ordering thru them anymore. What a shame. It's really good pizza even though they need to cook the pizzas for a few more minutes to get the crust perfect.,"March 23, 2015",1,2
530,"Picked up a carry out order only to get home and see that both pizzas were incorrect. I called the customer service number provided on the receipt emailed to me. The agent told me not to return the pizzas to the store due to it being Pizza Hut's mistake. He said that a manager from this location would contact very soon to correct the mistake. I waited until 12:00 p.m. the next day to hear back from the store. Never heard anything back, so I called the customer service number. The agent argued with me that the order Pizza Hut had on file was correct. I stated that I have the emailed receipt to back my claim of the order being incorrect. I told that I felt like he was claiming lying. The agent transferred to the store manager who was supposed have contacted me the evening of the order but did not. He argued with me too. Only when I said that I have the receipt backing up my claim did he offer a $15.00 credit for a future order.","March 22, 2015",1,5
531,"I got the extra hot wings instead of honey BBQ. When I talked to the store mgr, he made it as if I was supposed to call them to let them know what kind of wings I want. Well that defeats the purpose of me ordering online. Then he asked when can I come pick up the right wings. REALLY, I live right around the corner and paid for delivery why would I want to pick them up?!! Then my bread was extra soft and sticking to the box. It’s too much competition around here to get terrible service and this the last time Pizza Hut will be getting over on me. My last experience was so terrible they had to refund my money and this one is just as bad!!!","March 20, 2015",1,7
532,I have always complained about this same pizza hut. From them using their bare hands to making food after coming from outside. Well today took the cake they sent me a batch of raw buffalo wings. Like the chicken was bleeding on the inside. This is beyond disgusting from now on we will be ordering from dominos. Their solution we will send you new chicken but you have to send the old chicken back. So it seems no matter how much you complain they still keep the same disgusting workers (Virginia beach ships corner pizzahut). #pissedtothemax,"March 14, 2015",1,5
533,"After not ordering pizza since the last time I got sick, 7 years ago, I thought I'd get just a cheese pizza. 17.00 later I was very upset. Awful quality and very very salty, to the point where each bite made me cringe. Soooo disappointed. Also the pizza was super thin, little caesar's for 5.00 has a better pizza.","March 13, 2015",1,0
534,"I thought I would try Pizza Hut one more time, I'm glad I did. My mom's not a pizza person, and she loved the stuffed crust. PLEASE Pizza Hut keep it this way, and I'll always love your pizza. I rate it a 9 out of 10. Thank you so much to my north royalton, oh pizza hut.","March 11, 2015",5,2
535,I loved Pizza Hut... But I'm very disappointed. I ordered 3 pizzas with the new crust and sauces. Crust had no flavor and my pizzas were very soggy. I was told that if I wanted it cooked better I needed to request well done. I use to work at Pizza Hut so I know even if it does not call for well done it still needs to be cooked. I will not be ordering pizza from there again.,"March 11, 2015",1,4
536,"Me and some friends came into Pizza Hut in Toccoa, GA and a lady ** sat us down and said a waiter would be with us shortly. Well time went by and out waiter was suppose to be a young fellow. He took the drink order but never came back with no drinks. I seen a young lady name ** and asked her where our drinks were so she said, ""I'll check"". Well she came back from our drink orders and food order. She apologized and gave us some bread sticks that we didn't even pay for. I was very pleased at the way she handled the situation.","March 9, 2015",4,0
537,"ORDER CONFIRMATION NUMBER IS:**. Your order is being prepared by: 5003 Victory Blvd YORKTOWN, VA 23693. I ordered two medium pizzas and upon delivery only one was delivered. I called to talk to a manager and his behavior and tone lead me to believe he is young, inexperienced, lacks proper etiquette, lacks basic customer service skills and has no empathy. He states, ""Oh ok, I'll make it."" Not once did he say I apologize and/or any compensation. He says yeah not yes, and speaks so fast that it makes me feel discounted and at the end of my call like I made a mistake calling Pizza Hut. I will not use or recommend Pizza Hut to my neighbors... Will strictly stick with Domino's.","March 5, 2015",1,4
538,Ordered pizza online. Received undercooked and greasy pizza within 20 minutes. Extremely greasy...couldn't eat it for the dripping grease.,"March 5, 2015",1,2
539,I ordered a pizza online for my brother's birthday party on 2/28/15. I wanted the pizza by 7pm since that's when the party started. I had a promise time of 6:58pm. It was 7:10pm and the pizza had not arrived yet so I called and spoke to the assistant manager and they said the delivery person was running a little late. I waited until 8:45pm and still no pizza so I called the store and no one picked up so I called the assistant manager's cell phone number that he gave me and told him that I waited another almost 2 hours and wanted to know when my pizza was going to arrive. The assistant manager just used curse language at me over the phone then hung up. I never got my pizza or a refund from the company. This was not the first time that this has happened to me at this restaurant.,"March 1, 2015",1,6
540,"If I could leave it at no stars, I would. I ordered 3 pizzas and they ** my whole order up. What's the purpose of building my order when they were going to do things their way anyway? I'll waste my money elsewhere next time.","March 1, 2015",1,2
541,"Ordered pizza. Said I'd have to wait to 2 hrs. I called to see if this was correct. Asked to speak to the actual store. The lady gave me the service center phone number. Called again, the employee just hung up. Called again, on hold for 10 minutes. Called again, given the same phone number. This is not the first time I've had problems with Pizza Hut. This new business model is terrible. While efficient on paper, the employees at the call center have no idea what they are doing which I'm sure can be attributed to them not being provided with the information to help anyone. I will no longer order from Pizza Hut. I was also charged for my pizza before I was told what the wait time would be.","March 1, 2015",1,0
542,"We get pizza maybe once a month or less. We used to get Mancino's and it was always delicious but there wasn't one next to us when we moved, so we decided to get Pizza Hut. Ordered a bacon pizza with stuffed cheese crust, a pepperoni pizza, and root beer. The only thing decent about the experience was the root beer. The bacon pizza was smushed to one side of the box. It was orange with grease and it tasted awful; the pepperoni wasn't any different. You can get better and cheaper pizza at Little Caesars ($5 for a large, hot and ready), and you can get very good quality pizza at Mancino's - either way anything beats Pizza Hut. Never going there again.","Feb. 23, 2015",1,3
543,"My family and I would order from Pizza Hut every week on usually Wednesday because they had the wings for 60 cents. We've tried the ""new"" wings and are very disappointed in them, they taste nothing like the original ones. We are actually a lot closer to Domino's but in the past we would rather order from Pizza Hut. The ""new"" crusts that this corporation is using is not even tasty like it used to be. I understand that Pizza Hut would like to possibly make shortcuts by changing the crust, sauces, wings, etc...but is it really worth it in the long run? It's not quantity, it's QUALITY. If you really look at other reviews, you'll see a lot of others feel the same way. We really hope that this corporation will reconsider the changes they're making, or you might be losing more business than expected.","Feb. 18, 2015",1,5
544,"Well, I've always been a huge fan of Pizza Hut. My mom always brought me home the Small Cheese Pizza when she worked there when I was little. Last night my boyfriend ordered a large cheese pizza. I'd been craving one for who knows how long. So, he went and got it and came home with a large pepperoni pizza. They'd screwed up our order and charged him for the pepperoni! We called up there and my number was credited with a large free pizza. So, we got a large cheese pizza. He went and got it and it was all fine. We ate and it tasted great. But then the nausea hit. I thought it was because I'm pregnant until my boyfriend said he felt sick too. It's a disgusting burning feeling in my stomach and a burning feeling in my throat like any second I'll throw up. What's up with that!?","Feb. 15, 2015",1,2
545,"I ordered online as always, and picked up the Veggie Lovers Pan. I noticed it did not smell in the car on the way home like usual. My wife opened the lid, no real smell. She thought it just got cold. We warmed it in the oven for 5 minutes, some smell but not much. We starting eating it, NO FLAVOR. You couldn't taste the cheese, you couldn't see any sauce (I asked for extra). Even the green peppers, onions or olives tasted bland. PIZZA HUT WHY CHANGE SOMETHING THAT WAS GREAT?","Feb. 14, 2015",1,2
546,I ordered online and was told a time that it would be delivered. It was 30 minutes late and cold. This is not the first time. I prefer Pizza Hut over the others but they continue to disappoint me. I don't know what to do in order for them to have pride in their service.,"Feb. 9, 2015",1,3
547,"I ordered online at 3:24pm two med. pizzas for 6.99 each, total was 18.78. I got the confirmation that my pizza was going to arrive at 3:54pm. So it's 4:24pm and nothing. I call at 4:30pm to see what happened. They say they dialed the wrong number - not my fault, and that they could only discount 10% which turned out 17.78. So wow I told them that's all the discount. I mean it's not my fault they should of at least took off $5 but come on, $1 that's dumb. Bad service and I would always order here till now!!! Pizza Hut you suck!!!","Feb. 7, 2015",1,2
548,"WOW!!!! I can't believe all the negative comments & complaints about my favorite pizza place!!! I have never had a bad experience with them! Dine in or delivery!! I frequent the Ashland & Stafford locations but have delivery from another location. This has been a favorite of mine for 40 years! One of the oldest pizza chains... PLEASE Pizza Hut Corporation, get your chain straightened out before you lose all your customers & I lose my last childhood favorite pizza place!!!","Feb. 6, 2015",5,4
549,"Ordered boneless garlic parmesan. Got the most disgustingly salty, greasy, bread-covered bits of chicken EVER! Pizza Hut, you have GOT to do something about that!! And what you serve as ""...perfectly prepared..."" french fries?!? I received them just this side of BURNT! Plus, the added bonus of the greasiest products EVER! Unreal...as much as you all make from folks ordering this gut-rot enhancing stuff, you could at least TRY not to destroy their innards!","Feb. 4, 2015",2,4
550,Ordered a 2 topping pizza and a drink. Pizza was outstanding. Great service! Great food!,"Feb. 2, 2015",5,3
551,"I used to love Pizza Hut in the 90's. The crust was fresh, crispy, and buttery. Now I have officially purchased my last pie from Pizza Hut unless they return to their former quality. Here's the punchline: I heard from a former manager that Pizza Hut has stopped making their crust in-house. Instead, they use frozen crust. I heard that they claimed 'It improves product consistency'. Actually, it strikes me as a consumer as taking shortcuts.","Jan. 31, 2015",1,18
552,"I used to love Pizza Hut. Your crust was the best but last night I ordered 2 pizzas. The boxes said how you changed your food. Why? Don't follow Domino. They need to change. But the crust on your pan pizza was the greatest. A crunchy bottom. And the crust was more light not like a thick blob of dough. Thick and heavy, the pizza didn't even look good. Others wanted Domino but all I could think about with their crust is that dough crust's heavy and bland. Why did you change something that was so good? ","Jan. 26, 2015",1,7
553,"I originally ordered a pizza from the Pizza Hut on S. Battlefield Blvd, 23322, and wasn't very happy about how long it took to get my delivery order... It was 2 hours later than my promised time. Then of course, by the time it got to my house the pizza was cold. I called to make a complaint and they said they would give me a credit in the amount that I paid for the pizza. So I was willing to give them another try and use my credit, except for when I tried to make my order, they claimed that they had no record of any credit due to my account and then they couldn't honor what I was told. Very unhappy with their customer service and the quality of food that I received.","Jan. 19, 2015",1,11
554,"I ordered a large pan supreme on 01/14/15 at 9:48 pm. It had more sauce than anything. It looked like it was thrown together just so they could get out of there at a decent hour. I think a manager should have checked it out before it even left the store and to add no matter what time I order a pizza it should always look the same and the cheesy garlic bread was just Texas toast with cheese on it, not what I expected at all.","Jan. 17, 2015",1,7
555,"Me & my daughter& her best friend from New York were in town. We go in to local pizza hut, get seated, ask for chips and dip as appetizers. They said, ""We don't serve it."" But it's on the menu. Strike 1..Chef comes to explain. He would try to make it. Okay..then we order bread sticks which are supposed to be appetizers. Strike 2. Never got them either. Then they charge me for the bread sticks that I never received. Strike 3..Now I upset, asked to speak to manager, never responded. Ask again. While I am paying my check after took bread sticks that I never received. He is stand at next register. I ask again. I need to speak to manager. The girl points him out. ","Jan. 10, 2015",1,10
556,"I always have went to 38th and post to get my pizza almost once a week. I always get the $10 box and get an extra order of breadsticks and 2 orders of cheese sauce. Well I had to run to the gas station and left the money with my aunt in case they showed before I got back. When I got home they were just pulling out of the driveway. I got my 10 box but they forgot my bread sticks and 2 cheese sauces. I hurried and called and the store manager Myron got on the phone and wouldn't help me at all. He said that he was new to the store and I explained that I always go to that pizza hut once a week and said that I would just wait till the next time and could he credit me my bread sticks and cheese sauce. He told me that there was nothing he could do, they didn't want my business anymore and to go to a different pizza hut. I was in shock. ","Jan. 9, 2015",1,6
557,"I placed an order online at 12:54 on Monday, December 29th. I had a confirmation email that told me my order would be delivered (3 miles away) by 1:24. At 1:38 I called to find out what was going on. The driver had the pizza and would be there any minute now. So I waited. At 1:52 I called again and said ""wow, that is a long time that my pizza has been out for delivery. Will it still be hot when I get it?"" The guy that answered the phone said yes. My pizza came at 2:07. Yep like an hour and change late. The driver said he didn't even know what was in there... hope the order was right. I said ""hope so too,"" signed and took it in. Opened the box and it was stone cold. The mushrooms were shriveled up and the pizza was all separated like it went through a war zone. I was pissed so I emailed the president of Pizza hut! Yep I figured I would go to the top because it's not fair! I am a chef and I would never put out anything I won't eat myself. They were good and said, ""hey we are sorry for the issues we are having with that store..."" a borrowed manager, etc... ""we will refund your purchase price."" That was cool because I just couldn't eat the pizza. It's 8 days later and there is no refund. I hate when people lie to me.","Jan. 5, 2015",1,12
558,I order from Pizza Hut 1-2 times a week. They are always here within 18-29 minutes even though they don't have a 30 minutes or less policy. Always friendly and if they give me an incorrect pizza they are incredibly apologetic and give me a free replacement and often a bonus for the trouble. Always really friendly and prompt. The quality is always to standard. The only people I have heard complain hate all fast food.,"Jan. 4, 2015",5,7
559,"My family and I ate at the Livingston, Texas Pizza Hut. The employees were very rude and never offered refills and refused to put pepperoni pizza on the buffet. When presenting them with a complaint, the employees yelled and slammed things around.","Dec. 30, 2014",1,6
560,"Ordered from Pizza Hut which was the worst in service and presentation. It is not fair or just where the customer have no say even though he's paying. Branch is so close, it shouldn't take so long. There is no type of accountability. The pizza was so cold, it taste like gum, greasy and dull.","Dec. 30, 2014",1,7
561,"HORRIBLE!! WHAT IS GOING ON? once great - NOW IS EXTREMELY POOR! We are typically huge Pizza Hut fans and our last 3 pizzas and service IN A ROW have been terrible - between the horrible phone system which takes forever to talk to a human... to the lack of toppings and terrible quality pizza - we will probably not order Pizza Hut again. We are not sure what the he** is going on, but it is sad. It used to be one of our favorite pizzas. To top it off, they wanted to charge us extra for some Parmesan and pepper packets - It's no wonder that Pizza Hut is in financial trouble considering all these issues. They will continue to suffer huge losses once there is a MASS exodus of customers. :(","Dec. 21, 2014",1,16
562,"My review is about the CUSTOMERS that visit pizza hut. Every day, poorly paid employees come to work under extremely stressful, understaffed stores where many are mistreated by apathetic managers. Most just struggling to make ends meet under the constant fear of being fired for the simplest things. Boy! That sounds fun doesn't it? These un-thanked people are charged with producing meals for roughly 1 in every 7 people in the towns and cities where they work. That’s a boat load of work that gets handled usually by less than 6 workers at any given time. Their drivers log thousands of miles in heavy traffic and hazardous weather conditions. So what kind of thanks do they get? They get little of none for the several hundred perfect pizzas they made and a bus load of ** and whining when they inevitably mess one up. Think of this the next time it's pouring rain and you grab the phone because you don't want to get wet. ","Dec. 15, 2014",4,30
563,"Picked up a large special and stated to a little wormy looking guy (employee) that I have never tried their wings and said Put one in my box, I'll pay for it! I wanted to try before buying since I would be buying a large order during upcoming NY Holiday! He stated they didn't have one wing! I said ""oh""! Ok. And paid for my order and left. They missed out on a $250 order! Powder Springs, Ga. - Macland Rd location. Employee should be glad to be employed. Not qualified for anything that requires thinking!","Dec. 13, 2014",3,3
564,I placed an order for 2 pizzas and chicken wings. I ordered extra items on 1 pizza. I was charged extra for those extra items. The driver delivered the pizzas to the house. I assumed everything was okay with my order since the orders I placed previously were correct. When I opened the box none of the items that I paid extra for were on the pizza. The sauce on the pizza was made sloppy and unevenly distributed to where on one side the sauce started 2 inches from the edge of the crust and the pizza was cut in very large uneven pieces on one side and little pieces on the other. ,"Dec. 12, 2014",1,10
